[INFO 2017-06-15 15:14:25,739 main.py:112] Namespace(batch_size=32, display=False, image_size=11, init_model_path='', learning_rate=0.001, method='unsupervised', motion_range=5, save_dir='./model', test=False, test_epoch=100, test_interval=100, train=True, train_epoch=10000)
[INFO 2017-06-15 15:14:29,081 main.py:103] epoch 0, training loss: 29718.16, average training loss: 29718.16
[INFO 2017-06-15 15:23:13,543 main.py:103] epoch 252, training loss: 6436.01, average training loss: 8185.53
[INFO 2017-06-15 15:23:15,043 main.py:103] epoch 253, training loss: 7516.04, average training loss: 8182.89
[INFO 2017-06-15 15:23:16,542 main.py:103] epoch 254, training loss: 7540.03, average training loss: 8180.37
[INFO 2017-06-15 15:23:18,042 main.py:103] epoch 255, training loss: 7205.70, average training loss: 8176.56
[INFO 2017-06-15 15:23:19,542 main.py:103] epoch 256, training loss: 7730.21, average training loss: 8174.83
[INFO 2017-06-15 15:23:21,055 main.py:103] epoch 257, training loss: 6887.96, average training loss: 8169.84
[INFO 2017-06-15 15:23:22,593 main.py:103] epoch 258, training loss: 6863.74, average training loss: 8164.79
[INFO 2017-06-15 15:23:24,132 main.py:103] epoch 259, training loss: 7001.23, average training loss: 8160.32
[INFO 2017-06-15 15:23:25,634 main.py:103] epoch 260, training loss: 6485.41, average training loss: 8153.90
[INFO 2017-06-15 15:23:27,155 main.py:103] epoch 261, training loss: 7204.62, average training loss: 8150.28
[INFO 2017-06-15 15:23:28,654 main.py:103] epoch 262, training loss: 7137.43, average training loss: 8146.43
[INFO 2017-06-15 15:23:30,175 main.py:103] epoch 263, training loss: 7735.97, average training loss: 8144.87
[INFO 2017-06-15 15:23:31,677 main.py:103] epoch 264, training loss: 6597.28, average training loss: 8139.03
[INFO 2017-06-15 15:23:33,176 main.py:103] epoch 265, training loss: 6966.75, average training loss: 8134.63
[INFO 2017-06-15 15:23:34,681 main.py:103] epoch 266, training loss: 6939.26, average training loss: 8130.15
[INFO 2017-06-15 15:23:36,181 main.py:103] epoch 267, training loss: 7371.94, average training loss: 8127.32
[INFO 2017-06-15 15:23:37,679 main.py:103] epoch 268, training loss: 7890.55, average training loss: 8126.44
[INFO 2017-06-15 15:23:39,179 main.py:103] epoch 269, training loss: 6602.60, average training loss: 8120.80
[INFO 2017-06-15 15:23:40,678 main.py:103] epoch 270, training loss: 7485.22, average training loss: 8118.45
[INFO 2017-06-15 15:23:42,178 main.py:103] epoch 271, training loss: 7030.70, average training loss: 8114.45
[INFO 2017-06-15 15:23:43,678 main.py:103] epoch 272, training loss: 6501.61, average training loss: 8108.54
[INFO 2017-06-15 15:23:45,178 main.py:103] epoch 273, training loss: 6408.69, average training loss: 8102.34
[INFO 2017-06-15 15:23:46,678 main.py:103] epoch 274, training loss: 6193.93, average training loss: 8095.40
[INFO 2017-06-15 15:23:48,180 main.py:103] epoch 275, training loss: 7663.57, average training loss: 8093.84
[INFO 2017-06-15 15:23:49,679 main.py:103] epoch 276, training loss: 7207.91, average training loss: 8090.64
[INFO 2017-06-15 15:23:51,179 main.py:103] epoch 277, training loss: 6629.08, average training loss: 8085.38
[INFO 2017-06-15 15:23:52,681 main.py:103] epoch 278, training loss: 7616.91, average training loss: 8083.70
[INFO 2017-06-15 15:23:54,181 main.py:103] epoch 279, training loss: 7273.04, average training loss: 8080.81
[INFO 2017-06-15 15:23:55,679 main.py:103] epoch 280, training loss: 7435.19, average training loss: 8078.51
[INFO 2017-06-15 15:23:57,180 main.py:103] epoch 281, training loss: 6800.02, average training loss: 8073.97
[INFO 2017-06-15 15:23:58,680 main.py:103] epoch 282, training loss: 7607.28, average training loss: 8072.33
[INFO 2017-06-15 15:24:00,221 main.py:103] epoch 283, training loss: 7354.89, average training loss: 8069.80
[INFO 2017-06-15 15:24:01,724 main.py:103] epoch 284, training loss: 6866.46, average training loss: 8065.58
[INFO 2017-06-15 15:24:03,264 main.py:103] epoch 285, training loss: 7329.94, average training loss: 8063.00
[INFO 2017-06-15 15:24:04,786 main.py:103] epoch 286, training loss: 7079.51, average training loss: 8059.58
[INFO 2017-06-15 15:24:06,289 main.py:103] epoch 287, training loss: 7274.31, average training loss: 8056.85
[INFO 2017-06-15 15:24:07,797 main.py:103] epoch 288, training loss: 7403.27, average training loss: 8054.59
[INFO 2017-06-15 15:24:09,310 main.py:103] epoch 289, training loss: 6510.51, average training loss: 8049.27
[INFO 2017-06-15 15:24:10,812 main.py:103] epoch 290, training loss: 6444.92, average training loss: 8043.75
[INFO 2017-06-15 15:24:12,314 main.py:103] epoch 291, training loss: 7095.31, average training loss: 8040.50
[INFO 2017-06-15 15:24:13,812 main.py:103] epoch 292, training loss: 7740.61, average training loss: 8039.48
[INFO 2017-06-15 15:24:15,313 main.py:103] epoch 293, training loss: 6345.00, average training loss: 8033.72
[INFO 2017-06-15 15:24:16,839 main.py:103] epoch 294, training loss: 7205.98, average training loss: 8030.91
[INFO 2017-06-15 15:24:18,339 main.py:103] epoch 295, training loss: 7208.02, average training loss: 8028.13
[INFO 2017-06-15 15:24:19,838 main.py:103] epoch 296, training loss: 7609.81, average training loss: 8026.72
[INFO 2017-06-15 15:24:21,343 main.py:103] epoch 297, training loss: 6753.57, average training loss: 8022.45
[INFO 2017-06-15 15:24:22,846 main.py:103] epoch 298, training loss: 7104.85, average training loss: 8019.38
[INFO 2017-06-15 15:24:24,351 main.py:103] epoch 299, training loss: 6844.66, average training loss: 8015.47
[INFO 2017-06-15 15:24:24,351 main.py:105] epoch 299, testing
[INFO 2017-06-15 15:25:40,286 main.py:54] average testing loss: 7111.50
[INFO 2017-06-15 15:25:40,289 main.py:21] model save to ./model/final.pth
[INFO 2017-06-15 15:25:40,297 main.py:25] current best accuracy: 7111.50
[INFO 2017-06-15 15:25:41,794 main.py:103] epoch 300, training loss: 7121.29, average training loss: 8012.49
[INFO 2017-06-15 15:25:43,296 main.py:103] epoch 301, training loss: 7424.12, average training loss: 8010.55
[INFO 2017-06-15 15:25:44,797 main.py:103] epoch 302, training loss: 6462.81, average training loss: 8005.44
[INFO 2017-06-15 15:25:46,296 main.py:103] epoch 303, training loss: 7531.08, average training loss: 8003.88
[INFO 2017-06-15 15:25:47,798 main.py:103] epoch 304, training loss: 7239.69, average training loss: 8001.37
[INFO 2017-06-15 15:25:49,306 main.py:103] epoch 305, training loss: 6996.70, average training loss: 7998.09
[INFO 2017-06-15 15:25:50,809 main.py:103] epoch 306, training loss: 7255.44, average training loss: 7995.67
[INFO 2017-06-15 15:25:52,328 main.py:103] epoch 307, training loss: 6280.79, average training loss: 7990.10
[INFO 2017-06-15 15:25:53,830 main.py:103] epoch 308, training loss: 7000.94, average training loss: 7986.90
[INFO 2017-06-15 15:25:55,339 main.py:103] epoch 309, training loss: 6723.52, average training loss: 7982.83
[INFO 2017-06-15 15:25:56,845 main.py:103] epoch 310, training loss: 7574.79, average training loss: 7981.51
[INFO 2017-06-15 15:25:58,353 main.py:103] epoch 311, training loss: 7026.01, average training loss: 7978.45
[INFO 2017-06-15 15:25:59,854 main.py:103] epoch 312, training loss: 6252.07, average training loss: 7972.94
[INFO 2017-06-15 15:26:01,354 main.py:103] epoch 313, training loss: 6732.12, average training loss: 7968.98
[INFO 2017-06-15 15:26:02,857 main.py:103] epoch 314, training loss: 7508.27, average training loss: 7967.52
[INFO 2017-06-15 15:26:04,360 main.py:103] epoch 315, training loss: 7029.01, average training loss: 7964.55
[INFO 2017-06-15 15:26:05,876 main.py:103] epoch 316, training loss: 6600.74, average training loss: 7960.25
[INFO 2017-06-15 15:26:07,375 main.py:103] epoch 317, training loss: 6861.25, average training loss: 7956.79
[INFO 2017-06-15 15:26:08,892 main.py:103] epoch 318, training loss: 6996.67, average training loss: 7953.78
[INFO 2017-06-15 15:26:10,395 main.py:103] epoch 319, training loss: 6769.87, average training loss: 7950.08
[INFO 2017-06-15 15:26:11,894 main.py:103] epoch 320, training loss: 6747.54, average training loss: 7946.34
[INFO 2017-06-15 15:26:13,404 main.py:103] epoch 321, training loss: 7637.90, average training loss: 7945.38
[INFO 2017-06-15 15:26:14,906 main.py:103] epoch 322, training loss: 7692.49, average training loss: 7944.60
[INFO 2017-06-15 15:26:16,406 main.py:103] epoch 323, training loss: 6593.23, average training loss: 7940.43
[INFO 2017-06-15 15:26:17,906 main.py:103] epoch 324, training loss: 6720.56, average training loss: 7936.67
[INFO 2017-06-15 15:26:19,406 main.py:103] epoch 325, training loss: 6607.64, average training loss: 7932.60
[INFO 2017-06-15 15:26:20,906 main.py:103] epoch 326, training loss: 7097.49, average training loss: 7930.04
[INFO 2017-06-15 15:26:22,406 main.py:103] epoch 327, training loss: 6170.64, average training loss: 7924.68
[INFO 2017-06-15 15:26:23,906 main.py:103] epoch 328, training loss: 7403.97, average training loss: 7923.09
[INFO 2017-06-15 15:26:25,406 main.py:103] epoch 329, training loss: 7399.86, average training loss: 7921.51
[INFO 2017-06-15 15:26:26,906 main.py:103] epoch 330, training loss: 7238.36, average training loss: 7919.45
[INFO 2017-06-15 15:26:28,404 main.py:103] epoch 331, training loss: 6015.56, average training loss: 7913.71
[INFO 2017-06-15 15:26:29,905 main.py:103] epoch 332, training loss: 7302.34, average training loss: 7911.87
[INFO 2017-06-15 15:26:31,405 main.py:103] epoch 333, training loss: 6762.95, average training loss: 7908.44
[INFO 2017-06-15 15:26:32,906 main.py:103] epoch 334, training loss: 6644.43, average training loss: 7904.66
[INFO 2017-06-15 15:26:34,406 main.py:103] epoch 335, training loss: 7304.59, average training loss: 7902.88
[INFO 2017-06-15 15:26:35,906 main.py:103] epoch 336, training loss: 6623.08, average training loss: 7899.08
[INFO 2017-06-15 15:26:37,406 main.py:103] epoch 337, training loss: 6999.27, average training loss: 7896.42
[INFO 2017-06-15 15:26:38,905 main.py:103] epoch 338, training loss: 7149.64, average training loss: 7894.21
[INFO 2017-06-15 15:26:40,406 main.py:103] epoch 339, training loss: 7719.79, average training loss: 7893.70
[INFO 2017-06-15 15:26:41,906 main.py:103] epoch 340, training loss: 6588.30, average training loss: 7889.87
[INFO 2017-06-15 15:26:43,407 main.py:103] epoch 341, training loss: 6763.63, average training loss: 7886.58
[INFO 2017-06-15 15:26:44,907 main.py:103] epoch 342, training loss: 6891.57, average training loss: 7883.68
[INFO 2017-06-15 15:26:46,406 main.py:103] epoch 343, training loss: 6741.84, average training loss: 7880.36
[INFO 2017-06-15 15:26:47,909 main.py:103] epoch 344, training loss: 6593.52, average training loss: 7876.63
[INFO 2017-06-15 15:26:49,415 main.py:103] epoch 345, training loss: 8144.58, average training loss: 7877.40
[INFO 2017-06-15 15:26:50,914 main.py:103] epoch 346, training loss: 6872.16, average training loss: 7874.51
[INFO 2017-06-15 15:26:52,413 main.py:103] epoch 347, training loss: 7621.25, average training loss: 7873.78
[INFO 2017-06-15 15:26:53,913 main.py:103] epoch 348, training loss: 7504.15, average training loss: 7872.72
[INFO 2017-06-15 15:26:55,415 main.py:103] epoch 349, training loss: 6557.64, average training loss: 7868.96
[INFO 2017-06-15 15:26:56,915 main.py:103] epoch 350, training loss: 6139.35, average training loss: 7864.03
[INFO 2017-06-15 15:26:58,416 main.py:103] epoch 351, training loss: 7262.25, average training loss: 7862.32
[INFO 2017-06-15 15:26:59,923 main.py:103] epoch 352, training loss: 6002.46, average training loss: 7857.06
[INFO 2017-06-15 15:27:01,425 main.py:103] epoch 353, training loss: 7112.92, average training loss: 7854.95
[INFO 2017-06-15 15:27:02,930 main.py:103] epoch 354, training loss: 7281.66, average training loss: 7853.34
[INFO 2017-06-15 15:27:04,437 main.py:103] epoch 355, training loss: 6796.32, average training loss: 7850.37
[INFO 2017-06-15 15:27:05,940 main.py:103] epoch 356, training loss: 6888.65, average training loss: 7847.68
[INFO 2017-06-15 15:27:07,443 main.py:103] epoch 357, training loss: 6913.11, average training loss: 7845.07
[INFO 2017-06-15 15:27:08,971 main.py:103] epoch 358, training loss: 6321.03, average training loss: 7840.82
[INFO 2017-06-15 15:27:10,472 main.py:103] epoch 359, training loss: 7738.20, average training loss: 7840.54
[INFO 2017-06-15 15:27:11,972 main.py:103] epoch 360, training loss: 6872.35, average training loss: 7837.85
[INFO 2017-06-15 15:27:13,486 main.py:103] epoch 361, training loss: 7682.59, average training loss: 7837.42
[INFO 2017-06-15 15:27:14,987 main.py:103] epoch 362, training loss: 7527.15, average training loss: 7836.57
[INFO 2017-06-15 15:27:16,506 main.py:103] epoch 363, training loss: 7069.80, average training loss: 7834.46
[INFO 2017-06-15 15:27:18,027 main.py:103] epoch 364, training loss: 6762.58, average training loss: 7831.53
[INFO 2017-06-15 15:27:19,535 main.py:103] epoch 365, training loss: 6668.41, average training loss: 7828.35
[INFO 2017-06-15 15:27:21,038 main.py:103] epoch 366, training loss: 6813.06, average training loss: 7825.58
[INFO 2017-06-15 15:27:22,574 main.py:103] epoch 367, training loss: 6858.55, average training loss: 7822.95
[INFO 2017-06-15 15:27:24,079 main.py:103] epoch 368, training loss: 6925.23, average training loss: 7820.52
[INFO 2017-06-15 15:27:25,592 main.py:103] epoch 369, training loss: 7161.20, average training loss: 7818.74
[INFO 2017-06-15 15:27:27,094 main.py:103] epoch 370, training loss: 7465.74, average training loss: 7817.79
[INFO 2017-06-15 15:27:28,598 main.py:103] epoch 371, training loss: 6578.33, average training loss: 7814.46
[INFO 2017-06-15 15:27:30,096 main.py:103] epoch 372, training loss: 6672.06, average training loss: 7811.39
[INFO 2017-06-15 15:27:31,595 main.py:103] epoch 373, training loss: 6242.45, average training loss: 7807.20
[INFO 2017-06-15 15:27:33,094 main.py:103] epoch 374, training loss: 6496.18, average training loss: 7803.70
[INFO 2017-06-15 15:27:34,595 main.py:103] epoch 375, training loss: 7229.83, average training loss: 7802.18
[INFO 2017-06-15 15:27:36,095 main.py:103] epoch 376, training loss: 6817.65, average training loss: 7799.56
[INFO 2017-06-15 15:27:37,596 main.py:103] epoch 377, training loss: 6793.22, average training loss: 7796.90
[INFO 2017-06-15 15:27:39,095 main.py:103] epoch 378, training loss: 6971.99, average training loss: 7794.73
[INFO 2017-06-15 15:27:40,633 main.py:103] epoch 379, training loss: 6523.50, average training loss: 7791.38
[INFO 2017-06-15 15:27:42,180 main.py:103] epoch 380, training loss: 6920.23, average training loss: 7789.09
[INFO 2017-06-15 15:27:43,688 main.py:103] epoch 381, training loss: 7060.91, average training loss: 7787.19
[INFO 2017-06-15 15:27:45,236 main.py:103] epoch 382, training loss: 6224.73, average training loss: 7783.11
[INFO 2017-06-15 15:27:46,740 main.py:103] epoch 383, training loss: 6774.66, average training loss: 7780.48
[INFO 2017-06-15 15:27:48,244 main.py:103] epoch 384, training loss: 7014.08, average training loss: 7778.49
[INFO 2017-06-15 15:27:49,765 main.py:103] epoch 385, training loss: 7048.43, average training loss: 7776.60
[INFO 2017-06-15 15:27:51,319 main.py:103] epoch 386, training loss: 6778.56, average training loss: 7774.02
[INFO 2017-06-15 15:27:52,875 main.py:103] epoch 387, training loss: 6071.11, average training loss: 7769.63
[INFO 2017-06-15 15:27:54,408 main.py:103] epoch 388, training loss: 7895.72, average training loss: 7769.96
[INFO 2017-06-15 15:27:56,007 main.py:103] epoch 389, training loss: 6742.06, average training loss: 7767.32
[INFO 2017-06-15 15:27:57,510 main.py:103] epoch 390, training loss: 7151.60, average training loss: 7765.75
[INFO 2017-06-15 15:27:59,035 main.py:103] epoch 391, training loss: 7343.85, average training loss: 7764.67
[INFO 2017-06-15 15:28:00,535 main.py:103] epoch 392, training loss: 6465.74, average training loss: 7761.36
[INFO 2017-06-15 15:28:02,047 main.py:103] epoch 393, training loss: 6879.06, average training loss: 7759.13
[INFO 2017-06-15 15:28:03,553 main.py:103] epoch 394, training loss: 6943.80, average training loss: 7757.06
[INFO 2017-06-15 15:28:05,053 main.py:103] epoch 395, training loss: 6406.49, average training loss: 7753.65
[INFO 2017-06-15 15:28:06,554 main.py:103] epoch 396, training loss: 6845.09, average training loss: 7751.36
[INFO 2017-06-15 15:28:08,078 main.py:103] epoch 397, training loss: 6472.88, average training loss: 7748.15
[INFO 2017-06-15 15:28:09,577 main.py:103] epoch 398, training loss: 6685.76, average training loss: 7745.49
[INFO 2017-06-15 15:28:11,107 main.py:103] epoch 399, training loss: 6552.79, average training loss: 7742.51
[INFO 2017-06-15 15:28:11,107 main.py:105] epoch 399, testing
[INFO 2017-06-15 15:29:27,878 main.py:54] average testing loss: 7053.73
[INFO 2017-06-15 15:29:27,881 main.py:21] model save to ./model/final.pth
[INFO 2017-06-15 15:29:27,892 main.py:25] current best accuracy: 7053.73
[INFO 2017-06-15 15:29:29,401 main.py:103] epoch 400, training loss: 6822.83, average training loss: 7740.21
[INFO 2017-06-15 15:29:30,925 main.py:103] epoch 401, training loss: 6130.52, average training loss: 7736.21
[INFO 2017-06-15 15:29:32,448 main.py:103] epoch 402, training loss: 7763.04, average training loss: 7736.27
[INFO 2017-06-15 15:29:33,956 main.py:103] epoch 403, training loss: 7899.24, average training loss: 7736.68
[INFO 2017-06-15 15:29:35,455 main.py:103] epoch 404, training loss: 6439.05, average training loss: 7733.47
[INFO 2017-06-15 15:29:36,958 main.py:103] epoch 405, training loss: 6530.46, average training loss: 7730.51
[INFO 2017-06-15 15:29:38,461 main.py:103] epoch 406, training loss: 7638.88, average training loss: 7730.29
[INFO 2017-06-15 15:29:39,968 main.py:103] epoch 407, training loss: 6957.28, average training loss: 7728.39
[INFO 2017-06-15 15:29:41,478 main.py:103] epoch 408, training loss: 7632.59, average training loss: 7728.16
[INFO 2017-06-15 15:29:42,977 main.py:103] epoch 409, training loss: 7007.55, average training loss: 7726.40
[INFO 2017-06-15 15:29:44,491 main.py:103] epoch 410, training loss: 7169.98, average training loss: 7725.05
[INFO 2017-06-15 15:29:46,004 main.py:103] epoch 411, training loss: 6362.45, average training loss: 7721.74
[INFO 2017-06-15 15:29:47,508 main.py:103] epoch 412, training loss: 6817.17, average training loss: 7719.55
[INFO 2017-06-15 15:29:49,033 main.py:103] epoch 413, training loss: 6969.19, average training loss: 7717.74
[INFO 2017-06-15 15:29:50,563 main.py:103] epoch 414, training loss: 5973.75, average training loss: 7713.53
[INFO 2017-06-15 15:29:52,069 main.py:103] epoch 415, training loss: 7220.47, average training loss: 7712.35
[INFO 2017-06-15 15:29:53,576 main.py:103] epoch 416, training loss: 7214.85, average training loss: 7711.15
[INFO 2017-06-15 15:29:55,094 main.py:103] epoch 417, training loss: 7052.21, average training loss: 7709.58
[INFO 2017-06-15 15:29:56,616 main.py:103] epoch 418, training loss: 6700.43, average training loss: 7707.17
[INFO 2017-06-15 15:29:58,147 main.py:103] epoch 419, training loss: 6681.36, average training loss: 7704.73
[INFO 2017-06-15 15:29:59,655 main.py:103] epoch 420, training loss: 7120.73, average training loss: 7703.34
[INFO 2017-06-15 15:30:01,161 main.py:103] epoch 421, training loss: 7189.23, average training loss: 7702.12
[INFO 2017-06-15 15:30:02,667 main.py:103] epoch 422, training loss: 7230.36, average training loss: 7701.01
[INFO 2017-06-15 15:30:04,176 main.py:103] epoch 423, training loss: 6245.12, average training loss: 7697.57
[INFO 2017-06-15 15:30:05,679 main.py:103] epoch 424, training loss: 6614.60, average training loss: 7695.02
[INFO 2017-06-15 15:30:07,185 main.py:103] epoch 425, training loss: 7123.25, average training loss: 7693.68
[INFO 2017-06-15 15:30:08,685 main.py:103] epoch 426, training loss: 7145.87, average training loss: 7692.40
[INFO 2017-06-15 15:30:10,185 main.py:103] epoch 427, training loss: 6753.37, average training loss: 7690.21
[INFO 2017-06-15 15:30:11,686 main.py:103] epoch 428, training loss: 7006.02, average training loss: 7688.61
[INFO 2017-06-15 15:30:13,190 main.py:103] epoch 429, training loss: 6715.12, average training loss: 7686.35
[INFO 2017-06-15 15:30:14,690 main.py:103] epoch 430, training loss: 7011.18, average training loss: 7684.78
[INFO 2017-06-15 15:30:16,191 main.py:103] epoch 431, training loss: 6234.36, average training loss: 7681.42
[INFO 2017-06-15 15:30:17,692 main.py:103] epoch 432, training loss: 6651.44, average training loss: 7679.04
[INFO 2017-06-15 15:30:19,194 main.py:103] epoch 433, training loss: 6671.24, average training loss: 7676.72
[INFO 2017-06-15 15:30:20,696 main.py:103] epoch 434, training loss: 6568.61, average training loss: 7674.17
[INFO 2017-06-15 15:30:22,197 main.py:103] epoch 435, training loss: 6460.89, average training loss: 7671.39
[INFO 2017-06-15 15:30:23,702 main.py:103] epoch 436, training loss: 6706.79, average training loss: 7669.18
[INFO 2017-06-15 15:30:25,219 main.py:103] epoch 437, training loss: 6649.46, average training loss: 7666.86
[INFO 2017-06-15 15:30:26,726 main.py:103] epoch 438, training loss: 6721.88, average training loss: 7664.70
[INFO 2017-06-15 15:30:28,231 main.py:103] epoch 439, training loss: 6735.52, average training loss: 7662.59
[INFO 2017-06-15 15:30:29,733 main.py:103] epoch 440, training loss: 5598.55, average training loss: 7657.91
[INFO 2017-06-15 15:30:31,236 main.py:103] epoch 441, training loss: 6713.15, average training loss: 7655.77
[INFO 2017-06-15 15:30:32,749 main.py:103] epoch 442, training loss: 6673.47, average training loss: 7653.56
[INFO 2017-06-15 15:30:34,251 main.py:103] epoch 443, training loss: 6944.29, average training loss: 7651.96
[INFO 2017-06-15 15:30:35,753 main.py:103] epoch 444, training loss: 7093.71, average training loss: 7650.70
[INFO 2017-06-15 15:30:37,253 main.py:103] epoch 445, training loss: 6875.90, average training loss: 7648.97
[INFO 2017-06-15 15:30:38,755 main.py:103] epoch 446, training loss: 7076.37, average training loss: 7647.69
[INFO 2017-06-15 15:30:40,263 main.py:103] epoch 447, training loss: 7094.25, average training loss: 7646.45
[INFO 2017-06-15 15:30:41,763 main.py:103] epoch 448, training loss: 7348.80, average training loss: 7645.79
[INFO 2017-06-15 15:30:43,263 main.py:103] epoch 449, training loss: 7583.37, average training loss: 7645.65
[INFO 2017-06-15 15:30:44,762 main.py:103] epoch 450, training loss: 6537.45, average training loss: 7643.19
[INFO 2017-06-15 15:30:46,276 main.py:103] epoch 451, training loss: 7164.58, average training loss: 7642.13
[INFO 2017-06-15 15:30:47,776 main.py:103] epoch 452, training loss: 7191.65, average training loss: 7641.14
[INFO 2017-06-15 15:30:49,286 main.py:103] epoch 453, training loss: 6338.92, average training loss: 7638.27
[INFO 2017-06-15 15:30:50,786 main.py:103] epoch 454, training loss: 6432.46, average training loss: 7635.62
[INFO 2017-06-15 15:30:52,286 main.py:103] epoch 455, training loss: 6925.95, average training loss: 7634.06
[INFO 2017-06-15 15:30:53,787 main.py:103] epoch 456, training loss: 7160.99, average training loss: 7633.03
[INFO 2017-06-15 15:30:55,286 main.py:103] epoch 457, training loss: 7788.84, average training loss: 7633.37
[INFO 2017-06-15 15:30:56,785 main.py:103] epoch 458, training loss: 7097.76, average training loss: 7632.20
[INFO 2017-06-15 15:30:58,284 main.py:103] epoch 459, training loss: 6622.91, average training loss: 7630.01
[INFO 2017-06-15 15:30:59,785 main.py:103] epoch 460, training loss: 7908.60, average training loss: 7630.61
[INFO 2017-06-15 15:31:01,284 main.py:103] epoch 461, training loss: 6867.32, average training loss: 7628.96
[INFO 2017-06-15 15:31:02,784 main.py:103] epoch 462, training loss: 6623.67, average training loss: 7626.79
[INFO 2017-06-15 15:31:04,284 main.py:103] epoch 463, training loss: 7069.74, average training loss: 7625.59
[INFO 2017-06-15 15:31:05,784 main.py:103] epoch 464, training loss: 7275.65, average training loss: 7624.84
[INFO 2017-06-15 15:31:07,283 main.py:103] epoch 465, training loss: 6641.43, average training loss: 7622.73
[INFO 2017-06-15 15:31:08,784 main.py:103] epoch 466, training loss: 7267.86, average training loss: 7621.97
[INFO 2017-06-15 15:31:10,282 main.py:103] epoch 467, training loss: 6373.81, average training loss: 7619.30
[INFO 2017-06-15 15:31:11,782 main.py:103] epoch 468, training loss: 6551.96, average training loss: 7617.02
[INFO 2017-06-15 15:31:13,282 main.py:103] epoch 469, training loss: 8040.96, average training loss: 7617.93
[INFO 2017-06-15 15:31:14,782 main.py:103] epoch 470, training loss: 6573.56, average training loss: 7615.71
[INFO 2017-06-15 15:31:16,283 main.py:103] epoch 471, training loss: 7178.76, average training loss: 7614.78
[INFO 2017-06-15 15:31:17,782 main.py:103] epoch 472, training loss: 6722.80, average training loss: 7612.90
[INFO 2017-06-15 15:31:19,284 main.py:103] epoch 473, training loss: 7050.40, average training loss: 7611.71
[INFO 2017-06-15 15:31:20,784 main.py:103] epoch 474, training loss: 7896.43, average training loss: 7612.31
[INFO 2017-06-15 15:31:22,284 main.py:103] epoch 475, training loss: 7022.44, average training loss: 7611.07
[INFO 2017-06-15 15:31:23,783 main.py:103] epoch 476, training loss: 7133.65, average training loss: 7610.07
[INFO 2017-06-15 15:31:25,282 main.py:103] epoch 477, training loss: 7067.54, average training loss: 7608.93
[INFO 2017-06-15 15:31:26,781 main.py:103] epoch 478, training loss: 7706.22, average training loss: 7609.14
[INFO 2017-06-15 15:31:28,281 main.py:103] epoch 479, training loss: 6910.36, average training loss: 7607.68
[INFO 2017-06-15 15:31:29,781 main.py:103] epoch 480, training loss: 6788.16, average training loss: 7605.98
[INFO 2017-06-15 15:31:31,282 main.py:103] epoch 481, training loss: 7338.42, average training loss: 7605.42
[INFO 2017-06-15 15:31:32,782 main.py:103] epoch 482, training loss: 7094.23, average training loss: 7604.36
[INFO 2017-06-15 15:31:34,283 main.py:103] epoch 483, training loss: 6747.68, average training loss: 7602.59
[INFO 2017-06-15 15:31:35,783 main.py:103] epoch 484, training loss: 6569.69, average training loss: 7600.46
[INFO 2017-06-15 15:31:37,285 main.py:103] epoch 485, training loss: 6326.13, average training loss: 7597.84
[INFO 2017-06-15 15:31:38,786 main.py:103] epoch 486, training loss: 6577.51, average training loss: 7595.75
[INFO 2017-06-15 15:31:40,287 main.py:103] epoch 487, training loss: 6461.41, average training loss: 7593.42
[INFO 2017-06-15 15:31:41,786 main.py:103] epoch 488, training loss: 6774.00, average training loss: 7591.75
[INFO 2017-06-15 15:31:43,285 main.py:103] epoch 489, training loss: 7004.68, average training loss: 7590.55
[INFO 2017-06-15 15:31:44,785 main.py:103] epoch 490, training loss: 7153.62, average training loss: 7589.66
[INFO 2017-06-15 15:31:46,285 main.py:103] epoch 491, training loss: 6530.50, average training loss: 7587.51
[INFO 2017-06-15 15:31:47,786 main.py:103] epoch 492, training loss: 6423.21, average training loss: 7585.14
[INFO 2017-06-15 15:31:49,286 main.py:103] epoch 493, training loss: 7305.36, average training loss: 7584.58
[INFO 2017-06-15 15:31:50,787 main.py:103] epoch 494, training loss: 7161.50, average training loss: 7583.72
[INFO 2017-06-15 15:31:52,289 main.py:103] epoch 495, training loss: 6360.37, average training loss: 7581.26
[INFO 2017-06-15 15:31:53,791 main.py:103] epoch 496, training loss: 7884.07, average training loss: 7581.87
[INFO 2017-06-15 15:31:55,292 main.py:103] epoch 497, training loss: 7124.23, average training loss: 7580.95
[INFO 2017-06-15 15:31:56,794 main.py:103] epoch 498, training loss: 6890.56, average training loss: 7579.56
[INFO 2017-06-15 15:31:58,295 main.py:103] epoch 499, training loss: 6862.26, average training loss: 7578.13
[INFO 2017-06-15 15:31:58,295 main.py:105] epoch 499, testing
[INFO 2017-06-15 15:33:14,800 main.py:54] average testing loss: 6807.78
[INFO 2017-06-15 15:33:14,804 main.py:21] model save to ./model/final.pth
[INFO 2017-06-15 15:33:14,812 main.py:25] current best accuracy: 6807.78
[INFO 2017-06-15 15:33:16,312 main.py:103] epoch 500, training loss: 7241.22, average training loss: 7577.46
[INFO 2017-06-15 15:33:17,822 main.py:103] epoch 501, training loss: 6671.78, average training loss: 7575.65
[INFO 2017-06-15 15:33:19,322 main.py:103] epoch 502, training loss: 6252.24, average training loss: 7573.02
[INFO 2017-06-15 15:33:20,822 main.py:103] epoch 503, training loss: 7189.06, average training loss: 7572.26
